,recency,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,DM_category,marital_status
6274,2,590.97,0,1,Surburban,1,Multichannel,Womens E-Mail,1,0,1,Single_Women
6275,6,29.99,1,0,Rural,0,Web,Mens E-Mail,1,0,2,Single_Man
6276,9,210.21,0,1,Urban,0,Web,No E-Mail,1,0,5,Single_Women
6277,1,883.63,0,1,Urban,1,Multichannel,Womens E-Mail,1,0,1,Single_Women
6278,7,203.68,1,0,Urban,0,Web,No E-Mail,1,0,6,Single_Man
6279,5,152.68,1,0,Rural,0,Phone,No E-Mail,1,0,6,Single_Man
6280,10,58.43,0,1,Urban,0,Phone,No E-Mail,1,0,5,Single_Women
6281,8,73.6,0,1,Urban,0,Web,Womens E-Mail,1,0,1,Single_Women
6282,3,851.49,1,1,Surburban,1,Multichannel,Womens E-Mail,1,0,5,Married
6283,1,170.16,0,1,Urban,0,Phone,No E-Mail,1,0,5,Single_Women
6284,11,121.36,0,1,Urban,0,Phone,Mens E-Mail,1,0,3,Single_Women
6285,1,740.37,1,0,Urban,1,Web,No E-Mail,1,0,6,Single_Man
6286,10,77.25,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
6287,8,29.99,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
6288,1,39.81,0,1,Surburban,0,Web,No E-Mail,1,0,5,Single_Women
6289,11,40.7,0,1,Surburban,1,Phone,Mens E-Mail,1,0,3,Single_Women
6290,5,29.99,0,1,Rural,1,Phone,Womens E-Mail,1,0,1,Single_Women
6291,1,130.96,1,0,Surburban,0,Web,Mens E-Mail,1,0,2,Single_Man
6292,6,136.72,1,0,Surburban,1,Web,No E-Mail,1,0,6,Single_Man
6293,10,188.49,0,1,Surburban,0,Phone,No E-Mail,1,0,5,Single_Women
6294,4,354.32,0,1,Surburban,1,Web,Mens E-Mail,1,1,3,Single_Women
6295,4,229.66,0,1,Rural,0,Phone,Womens E-Mail,1,0,1,Single_Women
6296,2,686.59,1,1,Urban,1,Web,Mens E-Mail,1,0,5,Married
6297,11,42.78,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6298,11,170.3,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
6299,4,776,1,0,Rural,1,Phone,No E-Mail,1,0,6,Single_Man
6300,5,207.95,1,0,Urban,0,Web,Mens E-Mail,1,0,2,Single_Man
6301,1,104.56,1,0,Urban,0,Phone,Womens E-Mail,1,0,4,Single_Man
6302,8,29.99,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
6303,9,84.35,1,0,Urban,1,Phone,Mens E-Mail,1,0,2,Single_Man
6304,1,116.42,0,1,Surburban,1,Web,Womens E-Mail,1,0,1,Single_Women
6305,9,108.61,1,0,Rural,0,Phone,Womens E-Mail,1,0,4,Single_Man
6306,2,181.07,1,0,Surburban,0,Phone,Womens E-Mail,1,0,4,Single_Man
6307,9,217.38,0,1,Urban,0,Multichannel,Mens E-Mail,1,0,3,Single_Women
6308,2,496.2,1,0,Rural,0,Web,Mens E-Mail,1,0,2,Single_Man
6309,4,29.99,1,0,Urban,0,Web,Womens E-Mail,1,1,4,Single_Man
6310,6,386.07,1,0,Rural,1,Multichannel,Mens E-Mail,1,0,2,Single_Man
6311,2,1012.9,1,1,Rural,1,Multichannel,No E-Mail,1,0,11,Married
6312,2,698.95,1,0,Surburban,1,Web,Mens E-Mail,1,0,2,Single_Man
6313,11,29.99,0,1,Urban,0,Web,Womens E-Mail,1,1,1,Single_Women
6314,4,68.82,0,1,Urban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6315,2,255.6,1,0,Urban,0,Web,Womens E-Mail,1,0,4,Single_Man
6316,11,29.99,0,1,Urban,0,Phone,No E-Mail,1,0,5,Single_Women
6317,3,415.17,1,0,Surburban,0,Multichannel,Womens E-Mail,1,0,4,Single_Man
6318,2,406.09,0,1,Rural,0,Web,Womens E-Mail,1,0,1,Single_Women
6319,1,322.31,1,0,Urban,0,Multichannel,Mens E-Mail,1,0,2,Single_Man
6320,9,301.15,1,1,Surburban,0,Phone,Mens E-Mail,1,0,5,Married
6321,1,1232.93,0,1,Surburban,1,Multichannel,No E-Mail,1,0,5,Single_Women
6322,8,740.23,1,1,Surburban,1,Phone,Womens E-Mail,1,0,5,Married
6323,10,662.03,0,1,Surburban,1,Web,Mens E-Mail,1,0,3,Single_Women
6324,8,357.39,0,1,Urban,1,Web,Mens E-Mail,1,0,3,Single_Women
6325,1,1465.8,1,1,Surburban,1,Web,Mens E-Mail,1,0,5,Married
6326,11,48.91,0,1,Urban,0,Web,No E-Mail,1,0,5,Single_Women
6327,3,128.37,0,1,Urban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6328,1,428.92,1,1,Urban,0,Multichannel,No E-Mail,1,0,11,Married
6329,1,72.2,1,0,Surburban,1,Web,Mens E-Mail,1,1,2,Single_Man
6330,5,192.12,0,1,Rural,0,Web,Womens E-Mail,1,1,1,Single_Women
6331,6,165.49,0,1,Urban,0,Phone,Mens E-Mail,1,0,3,Single_Women
6332,11,37.85,0,1,Surburban,0,Phone,No E-Mail,1,0,5,Single_Women
6333,7,262.26,1,0,Urban,0,Web,Womens E-Mail,1,0,4,Single_Man
6334,3,644.3,0,1,Rural,1,Phone,Mens E-Mail,1,0,3,Single_Women
6335,12,79.71,1,0,Surburban,0,Phone,No E-Mail,1,1,6,Single_Man
6336,10,29.99,1,0,Urban,1,Web,No E-Mail,1,0,6,Single_Man
6337,2,188.7,1,0,Urban,1,Web,No E-Mail,1,0,6,Single_Man
6338,2,350.73,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
6339,9,29.99,0,1,Urban,0,Web,Womens E-Mail,1,0,1,Single_Women
6340,4,721.1,1,1,Urban,1,Multichannel,Mens E-Mail,1,0,5,Married
6341,9,71.98,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
6342,10,339.4,0,1,Surburban,0,Web,Mens E-Mail,1,0,3,Single_Women
6343,4,408.99,1,0,Urban,0,Multichannel,No E-Mail,1,0,6,Single_Man
6344,1,1515.82,1,1,Surburban,1,Multichannel,Womens E-Mail,1,1,5,Married
6345,1,73.6,0,1,Urban,1,Phone,Womens E-Mail,1,0,1,Single_Women
6346,1,69.44,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
6347,2,692.53,1,0,Surburban,1,Multichannel,Womens E-Mail,1,0,4,Single_Man
6348,1,149.59,0,1,Urban,0,Web,Womens E-Mail,1,0,1,Single_Women
6349,2,296.19,0,1,Urban,0,Multichannel,Mens E-Mail,1,0,3,Single_Women
6350,4,400.79,1,1,Urban,1,Web,Mens E-Mail,1,0,5,Married
6351,10,185.15,1,0,Urban,1,Web,No E-Mail,1,0,6,Single_Man
6352,8,286.8,1,1,Surburban,0,Phone,Mens E-Mail,1,0,5,Married
6353,1,1386.64,0,1,Rural,1,Multichannel,No E-Mail,1,0,5,Single_Women
6354,7,547.25,0,1,Urban,1,Web,No E-Mail,1,0,5,Single_Women
6355,1,296.22,1,0,Urban,0,Web,Mens E-Mail,1,0,2,Single_Man
6356,2,49.29,0,1,Surburban,1,Phone,Womens E-Mail,1,1,1,Single_Women
6357,2,84.11,0,1,Surburban,1,Web,Mens E-Mail,1,0,3,Single_Women
6358,2,608.55,1,1,Rural,1,Web,Womens E-Mail,1,0,5,Married
6359,3,68.07,0,1,Urban,0,Phone,Mens E-Mail,1,0,3,Single_Women
6360,6,73.37,1,0,Urban,0,Phone,Mens E-Mail,1,0,2,Single_Man
6361,4,90.57,1,0,Urban,0,Web,Womens E-Mail,1,0,4,Single_Man
6362,2,1280.14,1,1,Rural,1,Phone,Mens E-Mail,1,0,5,Married
6363,1,462.45,0,1,Rural,0,Phone,Womens E-Mail,1,0,1,Single_Women
6364,11,124.58,0,1,Surburban,0,Web,Mens E-Mail,1,0,3,Single_Women
6365,2,601.16,1,1,Urban,1,Web,Mens E-Mail,1,1,5,Married
6366,9,152.8,0,1,Surburban,1,Phone,Womens E-Mail,1,0,1,Single_Women
6367,1,142,1,0,Surburban,1,Phone,Mens E-Mail,1,0,2,Single_Man
6368,10,278.88,1,0,Urban,0,Phone,Mens E-Mail,1,0,2,Single_Man
6369,11,366.01,1,1,Urban,1,Web,Mens E-Mail,1,0,5,Married
6370,6,85.08,1,0,Rural,0,Web,Womens E-Mail,1,0,4,Single_Man
6371,5,147.39,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
6372,5,29.99,1,0,Surburban,0,Phone,No E-Mail,1,0,6,Single_Man
6373,9,567.55,1,1,Urban,1,Web,Mens E-Mail,1,0,5,Married
6374,9,390.77,0,1,Urban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6375,2,71.3,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
6376,2,29.99,1,0,Surburban,0,Web,No E-Mail,1,0,6,Single_Man
6377,8,627.74,1,1,Urban,1,Web,No E-Mail,1,0,11,Married
6378,8,460.56,1,1,Surburban,0,Multichannel,Womens E-Mail,1,0,5,Married
6379,6,357.91,1,0,Urban,0,Phone,Mens E-Mail,1,0,2,Single_Man
6380,1,717.52,1,0,Surburban,1,Phone,No E-Mail,1,0,6,Single_Man
6381,7,508.67,1,0,Urban,1,Web,No E-Mail,1,0,6,Single_Man
6382,4,589.01,1,1,Urban,1,Phone,Mens E-Mail,1,0,5,Married
6383,4,231.87,1,1,Surburban,1,Multichannel,Mens E-Mail,1,0,5,Married
6384,4,123.78,0,1,Urban,1,Web,Womens E-Mail,1,0,1,Single_Women
6385,4,446.46,1,1,Surburban,0,Multichannel,Womens E-Mail,1,0,5,Married
6386,10,29.99,0,1,Surburban,1,Web,Womens E-Mail,1,0,1,Single_Women
6387,2,251.85,1,0,Rural,1,Web,Womens E-Mail,1,0,4,Single_Man
6388,8,37.72,0,1,Surburban,0,Phone,Mens E-Mail,1,0,3,Single_Women
6389,4,166.68,1,0,Surburban,0,Web,Mens E-Mail,1,1,2,Single_Man
6390,1,253.06,0,1,Surburban,1,Web,Womens E-Mail,1,0,1,Single_Women
6391,1,131.25,0,1,Urban,1,Phone,Womens E-Mail,1,0,1,Single_Women
6392,2,29.99,0,1,Surburban,1,Web,No E-Mail,1,0,5,Single_Women
6393,5,166.68,0,1,Urban,1,Phone,Mens E-Mail,1,0,3,Single_Women
6394,8,107.2,1,0,Urban,0,Phone,No E-Mail,1,0,6,Single_Man
6395,4,165.88,1,0,Urban,0,Phone,No E-Mail,1,0,6,Single_Man
6396,10,129.12,1,0,Surburban,0,Web,Womens E-Mail,1,0,4,Single_Man
6397,10,692.41,1,1,Surburban,1,Web,Mens E-Mail,1,0,5,Married
6398,2,280.45,1,0,Surburban,0,Web,Mens E-Mail,1,0,2,Single_Man
6399,2,29.99,1,0,Rural,1,Phone,No E-Mail,1,0,6,Single_Man
6400,4,61.12,0,1,Urban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6401,10,75.35,1,0,Rural,0,Phone,Womens E-Mail,1,0,4,Single_Man
6402,10,111.27,0,1,Urban,1,Web,No E-Mail,1,0,5,Single_Women
6403,5,261.17,1,1,Urban,1,Web,Womens E-Mail,1,0,5,Married
6404,3,405.77,1,0,Rural,0,Multichannel,No E-Mail,1,0,6,Single_Man
6405,9,60.08,1,0,Urban,1,Web,Mens E-Mail,1,0,2,Single_Man
6406,5,81.75,0,1,Urban,1,Web,No E-Mail,1,0,5,Single_Women
6407,11,69.47,1,0,Urban,0,Phone,Mens E-Mail,1,0,2,Single_Man
6408,7,116.28,1,0,Rural,0,Web,Womens E-Mail,1,0,4,Single_Man
6409,9,116.3,1,0,Rural,1,Web,Mens E-Mail,1,0,2,Single_Man
6410,4,29.99,0,1,Urban,0,Web,No E-Mail,1,0,5,Single_Women
6411,2,880.61,1,1,Urban,1,Multichannel,Mens E-Mail,1,0,5,Married
6412,7,77.85,0,1,Urban,1,Phone,Mens E-Mail,1,0,3,Single_Women
6413,4,1185.62,1,0,Urban,1,Web,Mens E-Mail,1,0,2,Single_Man
6414,3,282.69,1,1,Urban,0,Phone,Womens E-Mail,1,0,5,Married
6415,5,271.21,1,0,Surburban,1,Web,Mens E-Mail,1,0,2,Single_Man
6416,5,126.72,0,1,Urban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6417,8,300.72,1,1,Surburban,0,Web,Mens E-Mail,1,0,5,Married
6418,1,204.57,1,1,Urban,0,Phone,Mens E-Mail,1,0,5,Married
6419,10,33.31,0,1,Surburban,1,Web,No E-Mail,1,0,5,Single_Women
6420,12,100.74,0,1,Surburban,1,Phone,Mens E-Mail,1,0,3,Single_Women
6421,9,218.31,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
6422,1,1264.71,1,1,Surburban,1,Phone,No E-Mail,1,0,11,Married
6423,7,832.37,0,1,Rural,1,Web,Womens E-Mail,1,0,1,Single_Women
6424,3,214.26,1,0,Surburban,0,Multichannel,Mens E-Mail,1,0,2,Single_Man
6425,1,545.98,1,1,Urban,1,Web,Womens E-Mail,1,0,5,Married
6426,10,29.99,0,1,Surburban,1,Phone,Mens E-Mail,1,0,3,Single_Women
6427,1,1497.78,0,1,Urban,1,Web,Womens E-Mail,1,0,1,Single_Women
6428,4,930.33,1,0,Surburban,1,Multichannel,Mens E-Mail,1,0,2,Single_Man
6429,10,482.31,1,1,Rural,0,Web,Womens E-Mail,1,0,5,Married
6430,2,102.19,0,1,Rural,0,Web,Womens E-Mail,1,0,1,Single_Women
6431,2,520.15,0,1,Urban,1,Web,Mens E-Mail,1,0,3,Single_Women
6432,9,390.56,0,1,Surburban,1,Phone,Womens E-Mail,1,0,1,Single_Women
6433,9,310.87,1,1,Surburban,0,Phone,Womens E-Mail,1,0,5,Married
6434,12,117.09,0,1,Surburban,1,Phone,Womens E-Mail,1,0,1,Single_Women
6435,4,310.75,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6436,7,43.2,1,0,Rural,1,Phone,Womens E-Mail,1,0,4,Single_Man
6437,2,1673.89,1,0,Surburban,1,Web,Womens E-Mail,1,0,4,Single_Man
6438,5,182.1,0,1,Rural,0,Web,Womens E-Mail,1,0,1,Single_Women
6439,3,29.99,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
6440,3,236.74,1,1,Rural,0,Phone,No E-Mail,1,0,11,Married
6441,1,828.91,1,0,Surburban,1,Multichannel,Womens E-Mail,1,0,4,Single_Man
6442,11,83.86,0,1,Surburban,0,Phone,Mens E-Mail,1,0,3,Single_Women
6443,11,301.58,0,1,Surburban,0,Phone,Mens E-Mail,1,0,3,Single_Women
6444,1,183.85,1,0,Surburban,1,Web,No E-Mail,1,0,6,Single_Man
6445,2,378.56,1,1,Rural,1,Phone,No E-Mail,1,0,11,Married
6446,2,79.86,0,1,Surburban,0,Phone,Mens E-Mail,1,0,3,Single_Women
6447,7,195.15,1,0,Rural,0,Web,No E-Mail,1,1,6,Single_Man
6448,3,29.99,0,1,Surburban,0,Web,Mens E-Mail,1,0,3,Single_Women
6449,3,212.47,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6450,3,228.86,1,0,Urban,0,Web,Womens E-Mail,1,0,4,Single_Man
6451,6,242.54,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
6452,5,63.25,1,0,Urban,0,Web,Womens E-Mail,1,0,4,Single_Man
6453,10,165.33,0,1,Surburban,1,Phone,Mens E-Mail,1,0,3,Single_Women
6454,3,382.12,0,1,Surburban,0,Phone,Mens E-Mail,1,0,3,Single_Women
6455,4,274.32,1,0,Rural,1,Web,Womens E-Mail,1,0,4,Single_Man
6456,6,29.99,0,1,Rural,0,Phone,No E-Mail,1,0,5,Single_Women
6457,2,29.99,0,1,Surburban,1,Web,Mens E-Mail,1,0,3,Single_Women
6458,10,475.23,1,0,Urban,0,Phone,No E-Mail,1,0,6,Single_Man
6459,6,29.99,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
6460,3,324.8,1,0,Urban,1,Phone,No E-Mail,1,0,6,Single_Man
6461,1,57.99,1,0,Surburban,1,Web,Mens E-Mail,1,0,2,Single_Man
6462,8,342.9,1,0,Rural,0,Web,Mens E-Mail,1,0,2,Single_Man
6463,2,114.42,0,1,Urban,0,Web,Mens E-Mail,1,0,3,Single_Women
6464,5,29.99,1,0,Rural,0,Web,Mens E-Mail,1,0,2,Single_Man
6465,3,193.99,0,1,Surburban,0,Phone,No E-Mail,1,0,5,Single_Women
6466,6,143.55,0,1,Urban,1,Web,Womens E-Mail,1,0,1,Single_Women
6467,10,50.23,1,0,Urban,0,Web,Mens E-Mail,1,0,2,Single_Man
6468,7,829.46,0,1,Urban,1,Phone,No E-Mail,1,0,5,Single_Women
6469,4,186.05,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
6470,6,196.12,0,1,Surburban,0,Phone,Mens E-Mail,1,0,3,Single_Women
6471,6,283.59,1,1,Rural,0,Phone,No E-Mail,1,0,11,Married
6472,9,405.08,1,0,Surburban,0,Multichannel,Mens E-Mail,1,0,2,Single_Man
6473,4,297.81,1,0,Surburban,0,Phone,No E-Mail,1,0,6,Single_Man
6474,1,672.48,0,1,Rural,1,Phone,No E-Mail,1,0,5,Single_Women
6475,4,186.52,0,1,Urban,1,Web,Womens E-Mail,1,0,1,Single_Women
6476,7,1095.54,0,1,Surburban,1,Phone,Womens E-Mail,1,0,1,Single_Women
6477,1,505.9,1,1,Rural,1,Multichannel,Womens E-Mail,1,0,5,Married
6478,10,29.99,0,1,Rural,1,Phone,Womens E-Mail,1,0,1,Single_Women
6479,1,235.23,1,1,Surburban,0,Web,Mens E-Mail,1,0,5,Married
6480,8,109.92,0,1,Surburban,1,Web,Mens E-Mail,1,0,3,Single_Women
6481,8,34.89,1,0,Urban,1,Phone,Womens E-Mail,1,1,4,Single_Man
6482,7,55.77,1,0,Surburban,1,Phone,Womens E-Mail,1,0,4,Single_Man
6483,1,94.91,1,0,Urban,0,Web,No E-Mail,1,0,6,Single_Man
6484,2,965.21,0,1,Surburban,1,Multichannel,Mens E-Mail,1,0,3,Single_Women
6485,7,109.37,0,1,Surburban,0,Web,No E-Mail,1,0,5,Single_Women
6486,1,240.93,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6487,3,99.24,1,0,Surburban,0,Phone,Womens E-Mail,1,0,4,Single_Man
6488,10,169.19,0,1,Urban,0,Phone,Womens E-Mail,1,1,1,Single_Women
6489,11,77.79,1,0,Urban,0,Web,Womens E-Mail,1,0,4,Single_Man
6490,11,29.99,1,0,Rural,0,Web,Womens E-Mail,1,0,4,Single_Man
6491,9,105.6,0,1,Rural,1,Phone,Womens E-Mail,1,0,1,Single_Women
6492,5,118.42,0,1,Rural,0,Web,Womens E-Mail,1,0,1,Single_Women
6493,4,942.26,0,1,Rural,1,Multichannel,Mens E-Mail,1,0,3,Single_Women
6494,3,1047.96,1,1,Urban,1,Web,No E-Mail,1,0,11,Married
6495,2,677.89,1,1,Rural,1,Web,Mens E-Mail,1,0,5,Married
6496,12,114.59,1,0,Urban,0,Web,Mens E-Mail,1,0,2,Single_Man
6497,3,40.86,1,0,Urban,0,Web,Mens E-Mail,1,0,2,Single_Man
6498,10,84.95,1,0,Urban,0,Phone,Mens E-Mail,1,0,2,Single_Man
6499,4,647.53,0,1,Surburban,1,Web,Womens E-Mail,1,0,1,Single_Women
6500,5,79.62,0,1,Rural,0,Web,Womens E-Mail,1,0,1,Single_Women
6501,9,84.73,0,1,Rural,1,Web,Mens E-Mail,1,0,3,Single_Women
6502,2,29.99,0,1,Surburban,0,Web,No E-Mail,1,0,5,Single_Women
6503,3,134.28,0,1,Urban,1,Phone,No E-Mail,1,0,5,Single_Women
6504,2,38.32,0,1,Rural,1,Phone,Womens E-Mail,1,0,1,Single_Women
6505,12,86.38,0,1,Urban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6506,1,99.11,1,0,Rural,0,Web,Womens E-Mail,1,0,4,Single_Man
6507,1,138.47,1,0,Rural,0,Phone,Mens E-Mail,1,0,2,Single_Man
6508,2,958.28,1,1,Surburban,1,Web,Mens E-Mail,1,0,5,Married
6509,4,192.03,1,0,Rural,1,Web,Mens E-Mail,1,0,2,Single_Man
6510,11,103.78,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
6511,6,271.1,1,1,Surburban,1,Phone,Mens E-Mail,1,0,5,Married
6512,2,186.32,1,0,Surburban,1,Phone,Womens E-Mail,1,1,4,Single_Man
6513,4,67.91,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6514,1,615.53,1,0,Urban,1,Multichannel,Mens E-Mail,1,1,2,Single_Man
6515,1,691.7,1,1,Surburban,1,Multichannel,Mens E-Mail,1,0,5,Married
6516,7,1222.53,1,1,Rural,1,Phone,Mens E-Mail,1,0,5,Married
6517,10,202.58,1,0,Surburban,0,Web,Mens E-Mail,1,1,2,Single_Man
6518,1,369.35,1,0,Surburban,0,Multichannel,No E-Mail,1,0,6,Single_Man
6519,12,160.54,0,1,Surburban,1,Web,Mens E-Mail,1,0,3,Single_Women
6520,4,32.17,0,1,Urban,1,Phone,Mens E-Mail,1,0,3,Single_Women
6521,12,136.77,1,0,Surburban,0,Phone,Womens E-Mail,1,0,4,Single_Man
6522,5,49.5,0,1,Urban,1,Phone,Womens E-Mail,1,0,1,Single_Women
6523,3,72.18,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6524,1,384.92,1,0,Rural,0,Multichannel,No E-Mail,1,0,6,Single_Man
6525,3,1172.42,1,0,Urban,1,Multichannel,Mens E-Mail,1,0,2,Single_Man
6526,4,119.55,1,0,Surburban,1,Web,No E-Mail,1,0,6,Single_Man
6527,6,167.79,1,0,Urban,0,Phone,No E-Mail,1,0,6,Single_Man
6528,7,648.11,1,1,Urban,1,Multichannel,Womens E-Mail,1,0,5,Married
6529,5,30.62,0,1,Urban,0,Phone,No E-Mail,1,0,5,Single_Women
6530,3,375.47,1,1,Urban,0,Web,Mens E-Mail,1,0,5,Married
6531,11,36.51,0,1,Surburban,1,Web,Mens E-Mail,1,1,3,Single_Women
6532,1,293.43,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6533,3,171.27,1,0,Rural,0,Phone,Womens E-Mail,1,0,4,Single_Man
6534,5,29.99,0,1,Surburban,0,Phone,No E-Mail,1,0,5,Single_Women
6535,1,277.55,0,1,Urban,1,Web,Womens E-Mail,1,0,1,Single_Women
6536,9,62.43,0,1,Rural,0,Phone,Mens E-Mail,1,0,3,Single_Women
6537,3,218.64,1,0,Surburban,0,Web,Mens E-Mail,1,0,2,Single_Man
6538,1,457.13,0,1,Urban,0,Multichannel,No E-Mail,1,0,5,Single_Women
6539,8,236.28,1,1,Urban,1,Multichannel,Mens E-Mail,1,0,5,Married
6540,2,216.11,0,1,Urban,1,Phone,Womens E-Mail,1,0,1,Single_Women
6541,1,166.64,0,1,Surburban,1,Web,No E-Mail,1,0,5,Single_Women
6542,10,55.93,0,1,Surburban,1,Web,Womens E-Mail,1,0,1,Single_Women
6543,3,320.38,1,0,Urban,0,Web,Womens E-Mail,1,0,4,Single_Man
6544,1,81.76,1,0,Rural,0,Web,No E-Mail,1,0,6,Single_Man
6545,1,869.52,1,1,Urban,1,Multichannel,Mens E-Mail,1,0,5,Married
6546,1,934.62,1,1,Urban,1,Multichannel,Womens E-Mail,1,0,5,Married
6547,12,29.99,0,1,Rural,0,Web,Womens E-Mail,1,0,1,Single_Women
6548,2,481.68,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
6549,6,29.99,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
6550,2,1514.28,1,1,Surburban,1,Phone,No E-Mail,1,0,11,Married
6551,1,412.29,0,1,Rural,0,Multichannel,Womens E-Mail,1,0,1,Single_Women
6552,7,152.91,0,1,Urban,0,Phone,Mens E-Mail,1,0,3,Single_Women
6553,2,682.95,0,1,Surburban,1,Web,Womens E-Mail,1,0,1,Single_Women
6554,8,233.49,1,1,Urban,0,Phone,Mens E-Mail,1,0,5,Married
6555,4,29.99,0,1,Urban,0,Phone,No E-Mail,1,0,5,Single_Women
6556,10,260.45,1,0,Rural,0,Multichannel,No E-Mail,1,0,6,Single_Man
6557,10,180.8,0,1,Surburban,1,Web,Mens E-Mail,1,0,3,Single_Women
6558,2,384.2,0,1,Surburban,0,Web,Womens E-Mail,1,1,1,Single_Women
6559,10,29.99,0,1,Surburban,1,Web,Womens E-Mail,1,0,1,Single_Women
6560,10,121.19,0,1,Rural,0,Web,No E-Mail,1,0,5,Single_Women
6561,3,80.65,0,1,Surburban,1,Web,Womens E-Mail,1,0,1,Single_Women
6562,2,779.62,0,1,Urban,1,Multichannel,No E-Mail,1,0,5,Single_Women
6563,11,82.57,1,0,Surburban,0,Phone,Mens E-Mail,1,0,2,Single_Man
6564,8,30.26,0,1,Rural,0,Web,Mens E-Mail,1,0,3,Single_Women
6565,1,62.16,0,1,Rural,0,Web,Womens E-Mail,1,0,1,Single_Women
6566,2,205.13,0,1,Urban,0,Multichannel,Womens E-Mail,1,0,1,Single_Women
6567,6,217.69,1,1,Surburban,1,Phone,No E-Mail,1,0,11,Married
6568,7,29.99,1,0,Rural,0,Phone,Womens E-Mail,1,0,4,Single_Man
6569,9,306.22,0,1,Urban,0,Web,No E-Mail,1,0,5,Single_Women
6570,6,228.25,0,1,Surburban,0,Web,Womens E-Mail,1,0,1,Single_Women
6571,2,225.41,0,1,Urban,0,Phone,No E-Mail,1,0,5,Single_Women
6572,1,29.99,0,1,Urban,0,Web,No E-Mail,1,0,5,Single_Women
6573,5,87.49,0,1,Urban,0,Web,No E-Mail,1,0,5,Single_Women
6574,5,54.45,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6575,7,668.54,1,0,Surburban,1,Web,Womens E-Mail,1,0,4,Single_Man
6576,7,48.1,0,1,Surburban,1,Phone,Mens E-Mail,1,0,3,Single_Women
6577,8,227.38,1,1,Urban,0,Phone,Womens E-Mail,1,0,5,Married
6578,7,34.63,0,1,Urban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6579,4,688.21,0,1,Urban,1,Multichannel,Mens E-Mail,1,0,3,Single_Women
6580,1,343.39,1,0,Surburban,0,Web,Womens E-Mail,1,0,4,Single_Man
6581,11,313.85,0,1,Urban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6582,4,318.76,1,0,Surburban,0,Phone,Womens E-Mail,1,0,4,Single_Man
6583,2,680.43,1,0,Rural,1,Multichannel,No E-Mail,1,0,6,Single_Man
6584,1,146.79,1,0,Urban,1,Web,No E-Mail,1,0,6,Single_Man
6585,11,69.86,1,0,Rural,1,Web,No E-Mail,1,0,6,Single_Man
6586,1,90.08,0,1,Surburban,0,Phone,Womens E-Mail,1,0,1,Single_Women
6587,10,134.26,0,1,Rural,1,Phone,Womens E-Mail,1,0,1,Single_Women
6588,11,146.53,1,0,Rural,1,Phone,Womens E-Mail,1,0,4,Single_Man
6589,1,53.46,0,1,Rural,1,Web,Womens E-Mail,1,0,1,Single_Women
6590,10,156.55,1,0,Surburban,1,Web,Womens E-Mail,1,0,4,Single_Man
6591,12,419.44,0,1,Urban,1,Multichannel,Womens E-Mail,1,0,1,Single_Women
6592,1,423.71,0,1,Surburban,0,Multichannel,Mens E-Mail,1,0,3,Single_Women
6593,1,355,0,1,Surburban,0,Web,Mens E-Mail,1,0,3,Single_Women
6594,7,215.61,1,0,Urban,0,Phone,No E-Mail,1,1,6,Single_Man
6595,11,45.84,1,0,Urban,1,Web,Mens E-Mail,1,0,2,Single_Man
